1, 0, 0 
2, 0, 2.834652e-01 
3, 0, 3.625791e-01 
4, 0, 4.088573e-01 
5, 0, 4.416917e-01 
6, 0, 4.671595e-01 
7, 0, 4.879677e-01 
8, 0, 5.055603e-01 
9, 0, 5.207991e-01 
10, 0, 5.342402e-01 
11, 0, 5.462630e-01 
12, 0, 5.571385e-01 
13, 0, 5.670665e-01 
14, 0, 5.761988e-01 
15, 0, 5.846534e-01 
16, 0, 5.925239e-01 
17, 1, 5.998857e-01 
18, 0, 6.068005e-01 
19, 0, 6.133194e-01 
20, 0, 6.194852e-01 
21, 0, 6.253341e-01 
22, 0, 6.308970e-01 
23, 1, 6.362005e-01 
24, 0, 6.412676e-01 
25, 0, 6.461185e-01 
26, 0, 6.507707e-01 
27, 1, 6.552399e-01 
28, 0, 6.595399e-01 
29, 0, 6.636829e-01 
30, 0, 6.676799e-01 
31, 1, 6.715408e-01 
32, 0, 6.752746e-01 
33, 0, 6.788892e-01 
34, 0, 6.823921e-01 
35, 1, 6.857898e-01 
36, 0, 6.890884e-01 
37, 0, 6.922935e-01 
38, 1, 6.954102e-01 
39, 0, 6.984433e-01 
40, 0, 7.013969e-01 
41, 1, 7.042752e-01 
42, 0, 7.070819e-01 
43, 1, 7.098204e-01 
44, 0, 7.124938e-01 
45, 0, 7.151053e-01 
46, 1, 7.176574e-01 
47, 0, 7.201529e-01 
48, 0, 7.225942e-01 
49, 1, 7.249835e-01 
50, 0, 7.273229e-01 
51, 1, 7.296145e-01 
52, 0, 7.318602e-01 
53, 1, 7.340616e-01 
54, 0, 7.362206e-01 
55, 0, 7.383387e-01 
56, 1, 7.404173e-01 
57, 0, 7.424578e-01 
58, 1, 7.444617e-01 
59, 0, 7.464302e-01 
60, 1, 7.483644e-01 
61, 0, 7.502656e-01 
62, 1, 7.521347e-01 
63, 0, 7.539729e-01 
64, 1, 7.557811e-01 
65, 0, 7.575603e-01 
66, 1, 7.593113e-01 
67, 0, 7.610350e-01 
68, 1, 7.627322e-01 
69, 0, 7.644037e-01 
70, 0, 7.660502e-01 
71, 1, 7.676724e-01 
72, 0, 7.692711e-01 
73, 1, 7.708468e-01 
74, 0, 7.724002e-01 
75, 1, 7.739319e-01 
76, 0, 7.754425e-01 
